0,675.625172,オリンピックの質問,4
1,714.271959,のちに資料映像などで,3
2,723.737617,あまり印象に残っていない,3
3,741.238202,テレビの話,1
4,782.885124,ラジオだった？,4
5,793.392052,父親が聞いていた,1
6,828.579793,深夜放送,1
7,859.350553,中華街の質問,4
8,861.306027,飲み会や家族と,3
9,936.192062,東京の友達を呼ぶ,3
10,974.673538,家庭的なお店,1
11,1033.825121,デートの話,4
12,1035.689896,八景島にはいった,2
13,1081.579596,病院からの景色,2
14,1103.523014,入院するなら福浦の病院,1
15,1150.891092,ランドマークタワー,4
16,1155.524237,作っているなあ,1
17,1181.697486,横浜で一番好きな場所,4
18,1228.327897,全部が観光地,3
19,1248.588921,無料でお花が咲いている,2
20,1270.581088,中華街の上の方のバラ,1
21,1361.080003,お金を使わずに楽しめる場所,3
22,1443.213028,市全体としていい街,3
23,1473.357934,横浜の田舎の方,1
24,1492.176131,外人墓地,1
25,1583.071621,seaバス,1
26,1635.022178,東京とかに住みたいとかあった？,4
27,1643.247835,住めば都,3
28,1673.803454,なんでも揃っている,3
29,1689.343282,なぜ横浜に来た？,4
30,1695.060989,主人の仕事がこっち,3
31,1708.347469,来た時の印象,1
32,1710.77623,東京は平,1
33,1755.632906,横浜は平坦ではない,1
34,1815.514741,東京に住みたい,3
35,1823.64845,街の作り方が碁盤目,1
36,1868.326827,商店街がある,1
37,1900.19679,横浜駅だけが横浜じゃない,2
38,1922.495501,西横浜にも商店街がある,2
39,1934.691079,横浜が坂が多い理由,1
40,1970.106077,他の中華街について,1
41,2008.222972,ランチが安くなった,1
42,2045.210438,社会情勢コロナ前後,3
43,2083.364939,昔は高かった,1
44,2083.440788,コロナ前後で変わったこと,4
45,2117.336626,会社のこと,1
46,2123.819033,リモートワーク,3
47,2147.349795,スーパーのコロッケ,1
